variant,stage,study_name,trial,state,value,last_val_step,last_val_nmse_prop,last_val_nmse_ls,last_val_nmse_ratio,best_val_nmse_prop,best_nmse_step,batch_size_train,batch_size_eval,val_microbatch_size,memory_cleanup_every_steps,steps,param_learning_rate_schedule,param_learning_rate,param_learning_rate_decay_fraction,param_learning_rate_final_fraction,param_weight_decay,param_nmse_loss_weight,param_grad_clip_norm,param_dropout,param_residual_scale,param_learning_rate_polynomial_power
main_d256_b4_r2,A,umiNorm_v1_b32_prb8_u34610_1dmrs_stageA_main_d256_b4_r2,19,PRUNED,-1.1029287384387008,1000,0.08300859242444858,0.106999559502583,0.7757844313596892,0.08300859242444858,1000,32,32,16,100,4000,cosine_decay,0.0009752006792342708,1.0,0.013657500320054044,2.120164796681288e-07,0.19620787688723101,1.0,0.10875601982155696,0.3711015379171857,
main_d256_b4_r2,B,umiNorm_v1_b32_prb8_u34610_1dmrs_stageB_main_d256_b4_r2,0,COMPLETE,-1.2691486354702688,12000,0.05987672622237975,0.10803883707073207,0.5542148346448693,0.05959259014343843,11000,16,16,8,25,12000,constant,0.0007749349842627399,,,1.1957496756294423e-07,0.17257378079061886,0.5,0.09118634538381744,0.5088494568176662,
main_d256_b4_r2,B,umiNorm_v1_b32_prb8_u34610_1dmrs_stageB_main_d256_b4_r2,1,COMPLETE,-1.295573761626451,12000,0.05660186571185477,0.10803883707073207,0.52390295236886,0.0565943256757843,11000,16,16,8,25,12000,constant,0.0009643418646698049,,,1.2083509754787337e-07,0.16251789877216094,0.5,0.10909540498640775,0.22990166745555007,
main_d256_b4_r2,B,umiNorm_v1_b32_prb8_u34610_1dmrs_stageB_main_d256_b4_r2,2,COMPLETE,-1.2925240598516208,12000,0.05726357607636601,0.10803883707073207,0.5300276977146288,0.05691442119617326,11000,16,16,8,25,12000,cosine_decay,0.0005712916127949584,1.25,0.02159904793462117,9.654662480652895e-06,0.4788048920718949,0.5,0.02639429712150497,0.18647863554958427,
main_d256_b4_r2,B,umiNorm_v1_b32_prb8_u34610_1dmrs_stageB_main_d256_b4_r2,3,COMPLETE,-1.2543637946606225,12000,0.06213769640695924,0.10803883707073207,0.5751422182217515,0.06128774546474839,11000,16,16,8,25,12000,cosine_decay,0.0004568972058255479,0.75,0.02308016679308127,9.040091747332144e-06,0.05813033561196787,0.5,0.05667887955460827,0.6548860289390384,
main_d256_b4_r2,B,umiNorm_v1_b32_prb8_u34610_1dmrs_stageB_main_d256_b4_r2,4,COMPLETE,-1.2471250521374986,12000,0.06307480463874526,0.10803883707073207,0.583816027170403,0.062113740209800504,11000,16,16,8,25,12000,cosine_decay,0.0004983159357242532,0.75,0.012154545064008537,7.693520676908999e-07,0.12243400701824686,1.0,0.007912361628708613,0.3228873595847961,
main_d256_b4_r2,B,umiNorm_v1_b32_prb8_u34610_1dmrs_stageB_main_d256_b4_r2,5,COMPLETE,-1.229601601055455,12000,0.06511091963814881,0.10803883707073207,0.6026621667125246,0.06431872788622665,11000,16,16,8,25,12000,cosine_decay,0.0002210893178410695,1.0,0.036430683993363126,1.613671536589336e-06,0.3169058880316735,0.5,0.03312588579968341,0.4217057595278402,
shallow_d256_b2_r2,A,umiNorm_v1_b32_prb8_u34610_1dmrs_stageA_shallow_d256_b2_r2,0,COMPLETE,-1.1927763999585972,4000,0.06961442733881995,0.11423495997829984,0.6093968724814537,0.06961442733881995,4000,32,32,16,100,4000,polynomial_decay,0.0009853008740127948,1.0,0.13612300501692498,5.389013158367834e-07,0.28138694530297775,0.5,0.0019515787070138262,0.6398616818004758,1.4955832928541228
shallow_d256_b2_r2,A,umiNorm_v1_b32_prb8_u34610_1dmrs_stageA_shallow_d256_b2_r2,1,COMPLETE,-1.1394760615760502,4000,0.07770262400542076,0.11423495997829984,0.680200037013023,0.07770262400542076,4000,32,32,16,100,4000,cosine_decay,0.0004983159357242532,0.75,0.012154545064008537,7.693520676908999e-07,0.12243400701824686,1.0,0.007912361628708613,0.3228873595847961,
shallow_d256_b2_r2,A,umiNorm_v1_b32_prb8_u34610_1dmrs_stageA_shallow_d256_b2_r2,2,COMPLETE,-1.1842714671333474,4000,0.07001503316375117,0.11423495997829984,0.6129037308460674,0.07001503316375117,4000,32,32,16,100,4000,constant,0.0009643418646698049,,,1.2083509754787337e-07,0.16251789877216094,0.5,0.10909540498640775,0.22990166745555007,
shallow_d256_b2_r2,A,umiNorm_v1_b32_prb8_u34610_1dmrs_stageA_shallow_d256_b2_r2,3,COMPLETE,-1.1236095497408876,4000,0.07973592214208718,0.11423495997829984,0.6979993003650885,0.07973592214208718,4000,32,32,16,100,4000,cosine_decay,0.0002210893178410695,1.0,0.036430683993363126,1.613671536589336e-06,0.3169058880316735,0.5,0.03312588579968341,0.4217057595278402,
shallow_d256_b2_r2,A,umiNorm_v1_b32_prb8_u34610_1dmrs_stageA_shallow_d256_b2_r2,4,COMPLETE,-1.1055305911829738,4000,0.0817047754341426,0.11423495997829984,0.7152344207908271,0.0817047754341426,4000,32,32,16,100,4000,cosine_decay,0.0002150875602723823,1.25,0.016301500139320635,2.795475110283828e-05,0.09844608545417897,1.0,0.049786317412733185,0.1508561283376549,
shallow_d256_b2_r2,A,umiNorm_v1_b32_prb8_u34610_1dmrs_stageA_shallow_d256_b2_r2,5,COMPLETE,-1.1616430301222147,4000,0.07455949657984699,0.11423495997829984,0.6526854528071824,0.07455949657984699,4000,32,32,16,100,4000,cosine_decay,0.0004568972058255479,0.75,0.02308016679308127,9.040091747332144e-06,0.05813033561196787,0.5,0.05667887955460827,0.6548860289390384,
shallow_d256_b2_r2,A,umiNorm_v1_b32_prb8_u34610_1dmrs_stageA_shallow_d256_b2_r2,6,PRUNED,-1.0434877098499715,1000,0.09303733035145949,0.106999559502583,0.869511339896811,0.09303733035145949,1000,32,32,16,100,4000,polynomial_decay,0.0005282942092946875,0.75,0.024074361764179382,3.5182369647795597e-07,0.0963980983750926,2.0,0.06268681536019342,0.42637817769796615,1.0905445756134515
shallow_d256_b2_r2,A,umiNorm_v1_b32_prb8_u34610_1dmrs_stageA_shallow_d256_b2_r2,7,COMPLETE,-1.173726138950363,4000,0.07282382385650028,0.11423495997829984,0.6374915688711578,0.07282382385650028,4000,32,32,16,100,4000,cosine_decay,0.0006365026066087508,0.75,0.021147713205237145,3.7197425572222765e-06,0.2822556432388877,0.5,0.008310248401180255,0.36424237701172735,
shallow_d256_b2_r2,A,umiNorm_v1_b32_prb8_u34610_1dmrs_stageA_shallow_d256_b2_r2,8,PRUNED,-1.0934020319901083,1000,0.08453994708058114,0.106999559502583,0.7900962160366681,0.08453994708058114,1000,32,32,16,100,4000,polynomial_decay,0.00047033526840984,1.0,0.14729818799371538,4.955462842401963e-07,0.10689869727463047,0.5,0.029066727356288194,0.7264252456757452,1.9014867108139766
shallow_d256_b2_r2,A,umiNorm_v1_b32_prb8_u34610_1dmrs_stageA_shallow_d256_b2_r2,9,COMPLETE,-1.197258733338216,4000,0.0686227292753756,0.11423495997829984,0.6007156590978036,0.0686227292753756,4000,32,32,16,100,4000,polynomial_decay,0.0008879971670485024,1.25,0.08107556792162035,3.680522597176811e-07,0.4158340307310977,0.5,0.019254335641862495,0.5769513207434013,1.4100449868075324
shallow_d256_b2_r2,A,umiNorm_v1_b32_prb8_u34610_1dmrs_stageA_shallow_d256_b2_r2,10,PRUNED,-1.0623709496935536,1000,0.08972659906915699,0.106999559502583,0.8385697986634325,0.08972659906915699,1000,32,32,16,100,4000,polynomial_decay,0.000994257826032453,1.25,0.057969700028485775,4.805750538722795e-07,0.4220125262647354,2.0,0.02264107987125362,0.2986374391721315,0.7540934304056062
shallow_d256_b2_r2,A,umiNorm_v1_b32_prb8_u34610_1dmrs_stageA_shallow_d256_b2_r2,11,PRUNED,-1.095516365976419,1000,0.08419766092750554,0.106999559502583,0.7868972668571872,0.08419766092750554,1000,32,32,16,100,4000,polynomial_decay,0.0007352485628292937,1.25,0.12483731988648952,1.7153987068647464e-07,0.35977031346013616,0.5,0.048964615805641064,0.5275730859127643,1.48911960578789
shallow_d256_b2_r2,A,umiNorm_v1_b32_prb8_u34610_1dmrs_stageA_shallow_d256_b2_r2,12,PRUNED,-1.1485812869187646,3000,0.07324957395515715,0.11448401730740443,0.6398235812993227,0.07324957395515715,3000,32,32,16,100,4000,polynomial_decay,0.0006537727499905641,0.75,0.12715889599091257,2.2499915939443214e-06,0.36284324419302166,0.5,0.00046229460257700417,0.5896371455920416,1.4132731949540764
shallow_d256_b2_r2,A,umiNorm_v1_b32_prb8_u34610_1dmrs_stageA_shallow_d256_b2_r2,13,PRUNED,-1.0953629297912446,1000,0.08422245376277715,0.106999559502583,0.7871289765519455,0.08422245376277715,1000,32,32,16,100,4000,cosine_decay,0.0010446337694145558,1.0,0.07373152482812051,6.188464175838216e-07,0.2854504975949094,0.5,0.026582646562628855,0.6090350691424271,
shallow_d256_b2_r2,A,umiNorm_v1_b32_prb8_u34610_1dmrs_stageA_shallow_d256_b2_r2,14,PRUNED,-1.0226501784122024,1000,0.09683265721347804,0.106999559502583,0.9049818304265119,0.09683265721347804,1000,32,32,16,100,4000,constant,0.00015396249414959844,,,1.7288149931295163e-07,0.2209584312521973,1.0,0.00638236685157448,0.5712020541288694,
shallow_d256_b2_r2,A,umiNorm_v1_b32_prb8_u34610_1dmrs_stageA_shallow_d256_b2_r2,15,PRUNED,-1.0627521901309254,1000,0.08966098518188421,0.106999559502583,0.8379565822391987,0.08966098518188421,1000,32,32,16,100,4000,constant,0.0009988826823417018,,,4.978892399336998e-07,0.4295449684159567,1.0,0.007283411427973528,0.6854683189295377,
shallow_d256_b2_r2,A,umiNorm_v1_b32_prb8_u34610_1dmrs_stageA_shallow_d256_b2_r2,16,PRUNED,-1.0476101181203499,1000,0.09230429293044533,0.106999559502583,0.8626604946744391,0.09230429293044533,1000,32,32,16,100,4000,polynomial_decay,0.0005631343457130507,1.25,0.06713876082591978,3.118388442512028e-06,0.49553494062794856,1.0,0.053442722642615084,0.6265372460841391,1.6250893008228358
shallow_d256_b2_r2,A,umiNorm_v1_b32_prb8_u34610_1dmrs_stageA_shallow_d256_b2_r2,17,COMPLETE,-1.1896158423642766,4000,0.06948988661558057,0.11423495997829984,0.6083066569882015,0.06948988661558057,4000,32,32,16,100,4000,constant,0.0004865053541117016,,,1.4794310317901805e-07,0.49963113076934834,0.5,0.017200942176381562,0.49115796934029887,
shallow_d256_b2_r2,A,umiNorm_v1_b32_prb8_u34610_1dmrs_stageA_shallow_d256_b2_r2,18,PRUNED,-1.0546939841816136,1000,0.09105811970463644,0.106999559502583,0.8510139679821604,0.09105811970463644,1000,32,32,16,100,4000,polynomial_decay,0.0010539616097385326,0.75,0.06488828229952022,1.648675804244975e-07,0.1629916589891021,2.0,0.01271467951292079,0.4823297728908407,1.1704549961301567
shallow_d256_b2_r2,A,umiNorm_v1_b32_prb8_u34610_1dmrs_stageA_shallow_d256_b2_r2,19,PRUNED,-1.046788041303419,1000,0.09245001029921696,0.106999559502583,0.8640223448488606,0.09245001029921696,1000,32,32,16,100,4000,polynomial_decay,0.0008253033337817905,1.0,0.07759152526479515,9.134188544810445e-06,0.12653052628461553,2.0,0.013115637517984533,0.6677257042846276,1.4046644152258476
shallow_d256_b2_r2,B,umiNorm_v1_b32_prb8_u34610_1dmrs_stageB_shallow_d256_b2_r2,0,COMPLETE,-1.2328720662833756,12000,0.06435731386106151,0.10803883707073207,0.5956868437868074,0.06395831437354597,11000,16,16,8,25,12000,polynomial_decay,0.0008879971670485024,1.25,0.08107556792162035,3.680522597176811e-07,0.4158340307310977,0.5,0.019254335641862495,0.5769513207434013,1.4100449868075324
shallow_d256_b2_r2,B,umiNorm_v1_b32_prb8_u34610_1dmrs_stageB_shallow_d256_b2_r2,1,COMPLETE,-1.2313626888079192,12000,0.06473670504055917,0.10803883707073207,0.5991984622916352,0.06404092582912806,11000,16,16,8,25,12000,polynomial_decay,0.0009853008740127948,1.0,0.13612300501692498,5.389013158367834e-07,0.28138694530297775,0.5,0.0019515787070138262,0.6398616818004758,1.4955832928541228
shallow_d256_b2_r2,B,umiNorm_v1_b32_prb8_u34610_1dmrs_stageB_shallow_d256_b2_r2,2,COMPLETE,-1.23942173387408,12000,0.06348837658879347,0.10803883707073207,0.5876440205222516,0.06307948171161115,11000,16,16,8,25,12000,constant,0.0004865053541117016,,,1.4794310317901805e-07,0.49963113076934834,0.5,0.017200942176381562,0.49115796934029887,
shallow_d256_b2_r2,B,umiNorm_v1_b32_prb8_u34610_1dmrs_stageB_shallow_d256_b2_r2,3,COMPLETE,-1.2338020945866546,12000,0.06429992459015921,0.10803883707073207,0.5951556526664815,0.06380093347009581,11000,16,16,8,25,12000,constant,0.0009643418646698049,,,1.2083509754787337e-07,0.16251789877216094,0.5,0.10909540498640775,0.22990166745555007,
shallow_d256_b2_r2,B,umiNorm_v1_b32_prb8_u34610_1dmrs_stageB_shallow_d256_b2_r2,4,COMPLETE,-1.2322463938928436,12000,0.0649800427199807,0.10803883707073207,0.6014507790142062,0.06395046138398659,11000,16,16,8,25,12000,cosine_decay,0.0006365026066087508,0.75,0.021147713205237145,3.7197425572222765e-06,0.2822556432388877,0.5,0.008310248401180255,0.36424237701172735,
shallow_d256_b2_r2,B,umiNorm_v1_b32_prb8_u34610_1dmrs_stageB_shallow_d256_b2_r2,5,COMPLETE,-1.2263606513873075,12000,0.06572925202393283,0.10803883707073207,0.6083854084888055,0.06466632127800646,11000,16,16,8,25,12000,cosine_decay,0.0004568972058255479,0.75,0.02308016679308127,9.040091747332144e-06,0.05813033561196787,0.5,0.05667887955460827,0.6548860289390384,
deep_d256_b6_r2,A,umiNorm_v1_b32_prb8_u34610_1dmrs_stageA_deep_d256_b6_r2,0,COMPLETE,-1.2317815080026802,4000,0.06502205804766466,0.11423495997829984,0.5691957878745377,0.06502205804766466,4000,32,32,16,100,4000,cosine_decay,0.0011389546245759569,0.75,0.05727073689446709,2.2392225291228357e-07,0.14471917040146945,0.5,0.05381820569592541,0.5140994248971258,
deep_d256_b6_r2,A,umiNorm_v1_b32_prb8_u34610_1dmrs_stageA_deep_d256_b6_r2,1,COMPLETE,-1.180121572112868,4000,0.07193859949863206,0.11423495997829984,0.6297424143388116,0.07193859949863206,4000,32,32,16,100,4000,cosine_decay,0.0004983159357242532,0.75,0.012154545064008537,7.693520676908999e-07,0.12243400701824686,1.0,0.007912361628708613,0.3228873595847961,
deep_d256_b6_r2,A,umiNorm_v1_b32_prb8_u34610_1dmrs_stageA_deep_d256_b6_r2,2,COMPLETE,-1.24266474104019,4000,0.06163718361252298,0.11423495997829984,0.5395649775185427,0.06163718361252298,4000,32,32,16,100,4000,constant,0.0009643418646698049,,,1.2083509754787337e-07,0.16251789877216094,0.5,0.10909540498640775,0.22990166745555007,
deep_d256_b6_r2,A,umiNorm_v1_b32_prb8_u34610_1dmrs_stageA_deep_d256_b6_r2,3,COMPLETE,-1.1631465234361067,4000,0.07407536891211446,0.11423495997829984,0.6484474536182783,0.07407536891211446,4000,32,32,16,100,4000,cosine_decay,0.0002210893178410695,1.0,0.036430683993363126,1.613671536589336e-06,0.3169058880316735,0.5,0.03312588579968341,0.4217057595278402,
deep_d256_b6_r2,A,umiNorm_v1_b32_prb8_u34610_1dmrs_stageA_deep_d256_b6_r2,4,COMPLETE,-1.1341374613243085,4000,0.07755551933466147,0.11423495997829984,0.6789122992592983,0.07755551933466147,4000,32,32,16,100,4000,cosine_decay,0.0002150875602723823,1.25,0.016301500139320635,2.795475110283828e-05,0.09844608545417897,1.0,0.049786317412733185,0.1508561283376549,
deep_d256_b6_r2,A,umiNorm_v1_b32_prb8_u34610_1dmrs_stageA_deep_d256_b6_r2,5,COMPLETE,-1.1957704297958323,4000,0.06992695548494036,0.11423495997829984,0.6121327087454116,0.06992695548494036,4000,32,32,16,100,4000,cosine_decay,0.0004568972058255479,0.75,0.02308016679308127,9.040091747332144e-06,0.05813033561196787,0.5,0.05667887955460827,0.6548860289390384,
deep_d256_b6_r2,A,umiNorm_v1_b32_prb8_u34610_1dmrs_stageA_deep_d256_b6_r2,6,PRUNED,-1.0772963795816848,1000,0.08719334697040419,0.106999559502583,0.8148944479374172,0.08719334697040419,1000,32,32,16,100,4000,polynomial_decay,0.0005282942092946875,0.75,0.024074361764179382,3.5182369647795597e-07,0.0963980983750926,2.0,0.06268681536019342,0.42637817769796615,1.0905445756134515
deep_d256_b6_r2,A,umiNorm_v1_b32_prb8_u34610_1dmrs_stageA_deep_d256_b6_r2,7,PRUNED,-1.208296154591567,4000,0.06795401131967083,0.11423495997829984,0.5948617772753579,0.06795401131967083,4000,32,32,16,100,4000,cosine_decay,0.0006365026066087508,0.75,0.021147713205237145,3.7197425572222765e-06,0.2822556432388877,0.5,0.008310248401180255,0.36424237701172735,
deep_d256_b6_r2,A,umiNorm_v1_b32_prb8_u34610_1dmrs_stageA_deep_d256_b6_r2,8,PRUNED,-1.1227803896830553,1000,0.0799061133293435,0.106999559502583,0.746789180262135,0.0799061133293435,1000,32,32,16,100,4000,constant,0.0005809397231941362,,,1.912227231393291e-07,0.3089601517759952,0.5,0.11304439362235329,0.15372369184136675,
deep_d256_b6_r2,A,umiNorm_v1_b32_prb8_u34610_1dmrs_stageA_deep_d256_b6_r2,9,PRUNED,-1.1275856074285469,1000,0.07917273700392495,0.106999559502583,0.7399351676958418,0.07917273700392495,1000,32,32,16,100,4000,constant,0.0011846756846122385,,,7.935803724335564e-07,0.06211526700128886,0.5,0.09701928945187067,0.3136992083000011,
deep_d256_b6_r2,A,umiNorm_v1_b32_prb8_u34610_1dmrs_stageA_deep_d256_b6_r2,10,PRUNED,-1.0113612004522095,1000,0.0989530833515649,0.106999559502583,0.9247989787208063,0.0989530833515649,1000,32,32,16,100,4000,constant,8.360522188645399e-05,,,1.6996383312246802e-07,0.09125971891914086,0.5,0.0967250083485212,0.4105818544001319,
deep_d256_b6_r2,A,umiNorm_v1_b32_prb8_u34610_1dmrs_stageA_deep_d256_b6_r2,11,PRUNED,-1.1153992993561275,1000,0.08104587501535813,0.106999559502583,0.7574412024883305,0.08104587501535813,1000,32,32,16,100,4000,cosine_decay,0.0009380432821024994,0.75,0.09829310579734883,3.3241262335442514e-07,0.22414686479611623,1.0,0.08899724925726865,0.5208749834536878,
deep_d256_b6_r2,A,umiNorm_v1_b32_prb8_u34610_1dmrs_stageA_deep_d256_b6_r2,12,PRUNED,-1.1376272108267271,1000,0.07766183644222717,0.106999559502583,0.725814543566905,0.07766183644222717,1000,32,32,16,100,4000,cosine_decay,0.001138589067706939,1.25,0.061298479356677205,4.023895604260273e-07,0.1254319387141564,0.5,0.02835158323168456,0.6203564397831597,
deep_d256_b6_r2,A,umiNorm_v1_b32_prb8_u34610_1dmrs_stageA_deep_d256_b6_r2,13,COMPLETE,-1.234896829919285,4000,0.06384867819724604,0.11423495997829984,0.5589241525481761,0.06384867819724604,4000,32,32,16,100,4000,polynomial_decay,0.0009951575462592785,1.0,0.1285119138898518,1.1859701871838162e-07,0.12057887170216385,0.5,0.1079493254225414,0.37019936326045155,1.955717493414353
deep_d256_b6_r2,A,umiNorm_v1_b32_prb8_u34610_1dmrs_stageA_deep_d256_b6_r2,14,PRUNED,-1.051913125589458,1000,0.09154530170296009,0.106999559502583,0.8555670895145149,0.09154530170296009,1000,32,32,16,100,4000,polynomial_decay,0.0003397929973714814,1.0,0.11317622816451264,1.3020365291439366e-06,0.06242235354593715,1.0,0.10094521304389217,0.2414436508853954,1.9307536616921959
deep_d256_b6_r2,A,umiNorm_v1_b32_prb8_u34610_1dmrs_stageA_deep_d256_b6_r2,15,COMPLETE,-1.2438664752575754,4000,0.06241534291378533,0.11423495997829984,0.5463768965791365,0.06241534291378533,4000,32,32,16,100,4000,polynomial_decay,0.0009592546085393783,1.25,0.1311613586599023,1.1466706433076556e-07,0.30075331676229844,0.5,0.08782697630221006,0.3505540117207723,1.9583023083951345
