variant,trial,state,value,is_warm_start,source_domain,purpose,last_step,last_val_nmse_prop,last_val_nmse_ls,last_val_nmse_ratio,best_val_nmse_prop,best_val_nmse_ls,best_val_nmse_ratio,best_nmse_step,param_learning_rate_schedule,param_learning_rate,param_learning_rate_decay_fraction,param_learning_rate_final_fraction,param_weight_decay,param_nmse_loss_weight,param_grad_clip_norm,param_dropout,param_residual_scale,param_learning_rate_polynomial_power
main_d256_b4_r2,10,COMPLETE,-1.2349350165381505,False,,,4000,0.06328930488477151,0.11423495997829984,0.5540274614425741,0.06328930488477151,0.11423495997829984,0.5540274614425741,4000,constant,0.0007749349842627399,,,1.1957496756294423e-07,0.17257378079061886,0.5,0.09118634538381744,0.5088494568176662,
main_d256_b4_r2,11,PRUNED,-1.1147244027465706,False,,,1000,0.08115089787558342,0.106999559502583,0.7584227285872558,0.08115089787558342,0.106999559502583,0.7584227285872558,1000,constant,0.00035578869061005363,,,1.2484282333728894e-07,0.19454421517469433,0.5,0.07154703012622168,0.5353040719416041,
main_d256_b4_r2,12,PRUNED,-1.2108282751751338,False,,,4000,0.0656657898798585,0.11423495997829984,0.5748309439801302,0.0656657898798585,0.11423495997829984,0.5748309439801302,4000,polynomial_decay,0.0011777884555567242,1.25,0.13171744960705922,1.0939086109681177e-07,0.15261361241931337,0.5,0.08670070117613289,0.5199958702930527,1.9151519915268624
main_d256_b4_r2,13,PRUNED,-1.1219081484068436,False,,,1000,0.08003996215605487,0.106999559502583,0.7480401090260814,0.08003996215605487,0.106999559502583,0.7480401090260814,1000,constant,0.000776682134722497,,,6.938803526159689e-07,0.10973966750776695,0.5,0.11703973018477615,0.565184074358833,
main_d256_b4_r2,14,PRUNED,-1.090261872077819,False,,,1000,0.08505087217781693,0.106999559502583,0.7948712366032102,0.08505087217781693,0.106999559502583,0.7948712366032102,1000,constant,0.0011194898525683401,,,2.096484937037118e-07,0.3593474766510838,1.0,0.09978528066204784,0.5567522169268182,
main_d256_b4_r2,15,PRUNED,-1.1229384138568814,False,,,1000,0.07988188786354537,0.106999559502583,0.7465627731076501,0.07988188786354537,0.106999559502583,0.7465627731076501,1000,polynomial_decay,0.0006944692075713249,0.75,0.0856405027907835,3.195301340120699e-06,0.19150918341033976,0.5,0.08089011763134722,0.18138960004732022,0.7265938236076298
main_d256_b4_r2,16,PRUNED,-1.0676353415869204,False,,,1000,0.0888247949575695,0.106999559502583,0.8301416881573727,0.0888247949575695,0.106999559502583,0.8301416881573727,1000,constant,0.0003481938109381064,,,6.44706243024295e-07,0.2025030005899064,1.0,0.07321436693040054,0.3729615679361101,
main_d256_b4_r2,17,PRUNED,-1.068041389967122,False,,,1000,0.08875561548241724,0.106999559502583,0.829495148344743,0.08875561548241724,0.106999559502583,0.829495148344743,1000,polynomial_decay,0.0003179198053182526,1.0,0.10171955919961523,3.284512557662526e-07,0.07253238569261669,0.5,0.0989622742708559,0.19443196563065274,1.4896580095903502
main_d256_b4_r2,18,PRUNED,-1.0990153228569053,False,,,1000,0.08363426205081244,0.106999559502583,0.7816318351179146,0.08363426205081244,0.106999559502583,0.7816318351179146,1000,cosine_decay,0.0010509456119930825,1.25,0.06112568045279562,1.2841475377461696e-07,0.10469808490938781,2.0,0.08414213250704426,0.20380021805688348,
main_d256_b4_r2,19,PRUNED,-1.1029287384387008,False,,,1000,0.08300859242444858,0.106999559502583,0.7757844313596892,0.08300859242444858,0.106999559502583,0.7757844313596892,1000,cosine_decay,0.0009752006792342708,1.0,0.013657500320054044,2.120164796681288e-07,0.19620787688723101,1.0,0.10875601982155696,0.3711015379171857,
